product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3fa7fe855040269e26ef452c5679234e,eletroportateis,46,3163,3,1025,37,26,29
caf540627b7914ab734c86495fdc95ee,moveis_decoracao,54,769,1,13300,45,35,45
2632e16b0014b5afd885ac27e0042358,perfumaria,60,732,2,550,22,16,16
531875d56f35380c3a6c52d9c3b005f6,beleza_saude,38,207,1,350,16,7,16
58c41dff5d439e3f6260765550748762,beleza_saude,55,843,1,1600,47,18,26
eaa26a34984cbfedc19b1e45f09f3c9a,cool_stuff,49,214,2,422,18,12,15
cbdb9bf611328898bd4b32a384506b3a,moveis_escritorio,26,945,1,12700,55,70,18
7ac0d3f8ac5b60c13d74b02b8cbb4623,pet_shop,40,1110,6,1050,20,17,25
50908a7240199b240e6d857e740cafd8,beleza_saude,39,692,2,429,19,16,18
c230b471b7e21ff9060e68ee154afd70,,,,,200,16,5,11
b5e13c9a353102f79c6206ff5cb61a50,brinquedos,59,249,2,1500,40,25,20
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55,408,1,233,16,14,15
1dcff375b928a1807562ea4a895a8046,moveis_decoracao,50,754,3,1100,30,11,11
a0fe1efb855f3e786f0650268cd77f44,agro_industria_e_comercio,35,380,1,125,20,4,13
e2e426d1332240070b0a836a854d057b,cama_mesa_banho,57,701,2,1100,50,12,12
6253337f05bc888dc4b35d45d1ec3a64,climatizacao,45,708,1,1875,27,17,27
5b22ee51ed70519e97ac231091d12a51,moveis_decoracao,34,172,1,50,19,7,16
04014f5d30de9dbe77b421f63985b5ef,automotivo,52,228,2,5550,55,35,30
5aabb9c72866bc1b6aff2fb42852be3b,instrumentos_musicais,47,705,5,900,54,7,54
53ab1363bbc2573a252d86619a782424,ferramentas_jardim,57,383,2,1800,30,10,25
125038493b2c4e27fa12194038806161,papelaria,56,303,3,1500,38,30,28
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59,1893,1,6550,20,20,20
9eec04a029e2b9372276f3748011b493,beleza_saude,49,1004,2,200,20,10,20
d338b69b9fffb4c3bd206b5350406873,utilidades_domesticas,47,518,1,950,25,32,25
5e26cbd45b83e411e82e3a8cafa8d951,bebes,37,1556,1,700,20,20,30
451f6a5c5b15c9c5819256be358df9f0,utilidades_domesticas,52,461,6,1250,28,20,28
4d9e8a6d8d07e4f47e093b8c2999ae01,eletronicos,60,517,4,200,16,6,14
49484d56efdb9b218cbb9f96a117ffd2,beleza_saude,53,624,2,575,17,15,13
283dc451ad3918badb976d56ff887289,cama_mesa_banho,58,188,1,1650,44,2,35
484cd384cbaef07d790fa5b3747269da,beleza_saude,28,2920,1,350,20,20,20
ca38c039b717207dec906f4fa9a21db7,beleza_saude,53,3734,5,538,23,12,34
d316be2b41acc6a122548a0d08570ca6,casa_construcao,54,562,2,15000,50,30,50
cb6c1c21ebc9c153a7baf319c515657a,informatica_acessorios,24,718,2,200,41,2,29
156929d95f2ef8373a04db2cb82bc3e1,fashion_bolsas_e_acessorios,54,840,1,100,16,14,14
1cb7476fb94699f09e7efa70f8ea659c,utilidades_domesticas,24,467,1,300,26,2,11
38faaf77a4cd4dfb50ea8512e66285b0,relogios_presentes,38,690,2,500,19,9,15
05555b7712bfdb1c0809b44166e33a25,brinquedos,60,763,1,200,25,3,25
9759a740aa84f55b71c0c8c306a80737,beleza_saude,43,507,1,1875,23,23,23
2e58d459f2a674ee7b0d3d1336712acb,perfumaria,40,669,1,460,18,13,13
41cd333a4af5e36df81fc0b83ccf8e2d,bebes,59,867,3,10750,38,47,44
c8abdbe349a97073e7aebc795be55bd8,esporte_lazer,59,1569,3,2150,105,15,15
2c3dfe5b09e660349378f30d628d70bb,construcao_ferramentas_construcao,42,836,1,650,16,11,11
df0c26d7ddb998e2517658a55e46e48a,eletrodomesticos_2,43,122,1,14400,55,15,36
72c4d61f2a2924a2d4515bc9c7fcd704,papelaria,57,607,1,400,20,10,20
c1f5307decb89342351bec53668cffd9,telefonia,60,777,4,300,17,4,12
b92a7304ebad1ca5b393b53b2de5c70a,moveis_escritorio,55,1292,1,9725,53,52,17
ab1ecbce7afd9f6e661baa24a5706c9c,perfumaria,23,439,3,350,22,5,14
96ea060e41bdecc64e2de00b97068975,utilidades_domesticas,45,1875,4,5150,70,9,40
4c0f00c6b8f193c1cb9459e6b97e0320,cama_mesa_banho,53,1023,1,1625,34,24,24
2b0ee2d07306f7c9ac55a43166e9bb4b,cama_mesa_banho,57,504,1,1450,30,15,30
7afa8c8eca2a26b599823eed4975a820,utilidades_domesticas,60,400,7,2600,37,24,37
9fd2d186bbd4017f2d86295f69334cfc,utilidades_domesticas,57,339,5,9100,39,39,39
afeeea6271148ee1bb15173b8187c431,telefonia,52,1885,1,450,17,3,11
cbfe76ab27b6cb27aaafcc2199f9dab9,esporte_lazer,49,3025,1,6450,51,31,31
97ab901f90b75df669b546a1d68d0512,brinquedos,28,200,3,15600,105,30,30
fc1449f3ffc59fd2eb9640505aea0581,informatica_acessorios,46,345,1,1400,26,13,35
5e98b7fecc62c3ebeaa8252269b2d6fe,esporte_lazer,16,272,1,1600,80,7,20
fb783e3e545937820b57fe539b2c5a6c,cama_mesa_banho,57,189,1,1100,41,9,31
6f86e44eb101143f70370ce7530b0c5e,brinquedos,29,1370,1,1100,29,5,23
9d32095f76b97762307e86cfc18dd7a0,cama_mesa_banho,38,213,2,400,25,9,19
a2f108447e5847c9edd533c37908bf01,construcao_ferramentas_iluminacao,55,360,2,300,20,20,20
57fcacc3434a1f2f2b039c1b4e61f5e1,telefonia,39,365,13,50,16,3,11
6e70e2f56d6f07cde6377a05d1679f79,beleza_saude,40,392,1,800,18,18,18
8eb8da639b6e68ec3b2f3e02d5d6a4b4,moveis_decoracao,56,269,1,1250,35,35,35
3263644ec99e2ccf8b31612ba4f28b5c,cool_stuff,35,906,1,800,30,25,35
43f88c8353708451babf9bcdd1fda92a,fashion_bolsas_e_acessorios,46,419,4,200,16,5,11
8b92139f9270553dc3fefeac3ef69034,pet_shop,38,736,12,4200,49,29,34
4e6b5c6e9884fdb15eccc9f5e83be842,cama_mesa_banho,47,729,1,2220,20,30,30
43fe236fd16fba129a5498ba4b1b47fe,pet_shop,41,249,1,17150,55,40,45
f40876e0ef3cd5f9132b1f16b04b1346,beleza_saude,42,250,1,427,15,17,14
f10f55939660d23138e46c72acb7498b,telefonia,59,745,3,250,16,17,11
de41a36499155c8c19a9eff9e8f7d52f,cama_mesa_banho,55,92,1,300,28,13,12
b5b5a82ce5f1987b7e670f37629be51b,beleza_saude,56,960,1,1000,16,2,11
98e91d0f32954dcd8505875bb2b42cdb,climatizacao,26,1445,1,1132,33,39,20
99cf040981f9215bd37759463a211f34,moveis_decoracao,58,459,2,533,45,4,35
b6bdb28b376292b83135644ff8d4d6a2,cama_mesa_banho,60,265,1,2200,34,7,32
eda141a3df363e0374e85007d1b4bc85,cama_mesa_banho,54,269,1,2150,45,15,35
a87567bdce60de6f901e3d7c6d8df820,cama_mesa_banho,30,1328,1,1800,55,10,35
c0047dd512738c1a067099c37b78f627,bebes,49,931,1,200,16,5,11
94252831daf1ef36429398257ea0450c,moveis_sala,60,493,1,1375,63,11,16
54234b8d25e66201fe043b2fdcfa8e6e,utilidades_domesticas,47,771,3,676,23,14,17
ab9cf155f8280c3739b09fe341a185e8,telefonia,59,409,1,225,18,4,12
1026a916e88dfbc27528445d448619b2,esporte_lazer,60,994,1,550,16,16,20
f4f4debbcfcafe6858d1e37a1f6e436e,moveis_escritorio,33,1190,1,13867,101,8,57
6debe62ce3828652a75c52d11bb012e7,informatica_acessorios,26,671,1,150,19,5,13
067a7177d086c25f597516184a07f05a,climatizacao,54,886,1,3800,53,21,36
027cdd14a677a5834bc67a9789db5021,perfumaria,42,544,1,341,20,18,16
b75a056d7d03227c3a3b60e9ccf518c9,automotivo,60,1259,2,450,20,9,14
f1c5eb59ca7aba7c4e5f0e3095473f8b,esporte_lazer,45,303,3,570,21,21,21
8b5227e28272123eefd613a10ffd7704,relogios_presentes,51,404,3,820,18,12,16
a0450529bd974ebeaf93b1731184396a,cool_stuff,51,873,3,900,18,9,27
ca1bcde1715f1d903681187ef59e459c,moveis_decoracao,41,432,2,200,35,35,15
4bc15899b2cd7ade6db2fb0a5188cd24,cama_mesa_banho,49,82,1,400,40,5,25
a662d99595c3b6054702480cb7382afe,fashion_underwear_e_moda_praia,52,624,1,200,42,4,14
67c4868694e75a87d7d0417c14fc26a3,,,,,400,16,16,13
ffd246249e3225c13f40b5b91dcaa65a,esporte_lazer,47,1457,2,850,20,12,11
6cbd4637b69fff7d983bb1a757febf71,perfumaria,49,696,2,254,19,15,18
83a1778b0d5b20c0724c97e35f083082,brinquedos,55,460,1,1100,43,6,30
d984b9203bd56960bbdda0bb7f05f781,fashion_bolsas_e_acessorios,31,162,6,150,16,16,11
7bbc646134de228a74392d8407d16df8,utilidades_domesticas,60,959,4,800,29,19,21
a3ceb95649a48c0c54ae4bd1dd66d035,telefonia,56,279,2,170,23,5,16
2e810f124ff7668bc1ea0d1953aaacd2,relogios_presentes,55,623,1,337,16,13,13
674d9e3c3964c35239687c920b19a307,telefonia,48,650,3,100,19,3,11
10335f29114548c89998eb43398f58e5,relogios_presentes,59,718,5,250,16,2,11
7c9a2f11f8700d221c0482c045f7c98a,moveis_decoracao,49,1373,2,1500,20,65,20
8c96a6969d0fad20629fec9c1ea45e02,beleza_saude,50,1400,1,400,19,20,18
f62ed10e188737a0f5e98e5d7c21c442,utilidades_domesticas,31,397,1,1500,16,24,11
34ae7b24b85953dee979789e3b5b11de,fashion_bolsas_e_acessorios,58,593,4,100,16,5,11
d7d5562fce331ad958ca6f57057b3526,cool_stuff,33,910,1,700,42,25,15
c551ffaf36e5c1d8444b44bb7c78123b,brinquedos,58,1299,2,1110,54,10,31
66a4ac0f9c73e92afc9cb7566977ef83,utilidades_domesticas,58,547,5,1000,18,12,82
4a69baa66a13d1adeb41cfe3bc0c27be,cool_stuff,55,963,2,500,45,8,49
0e13c4b4092996e086fd789f7ecb3be8,beleza_saude,41,2011,1,2163,30,21,25
b80921007ed3f68cf6e536e6daf08610,telefonia,58,751,4,300,17,4,12
12717f7dc7e2daec2771d44b39f477b3,cama_mesa_banho,49,120,1,650,34,18,44
e0cf79767c5b016251fe139915c59a26,beleza_saude,55,388,1,250,16,5,15
15d8ac236009f0d5e74a5033a53ba460,pet_shop,60,2582,3,7150,35,35,35
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60,268,1,2700,41,8,36
d5afd45d5c0a2f041ae6dd24b7b3f85e,beleza_saude,48,678,1,325,21,13,21
268a26bc460de02a94ec05d9ebb4c3e7,informatica_acessorios,51,727,1,650,20,16,20
32e07fd915822b0765e448c4dd74c828,informatica_acessorios,31,232,1,8950,45,26,38
122f396fa6d0f9070c6e721f8d833d2b,esporte_lazer,59,881,1,18100,19,12,19
6a2909ac21d16b721e4795e7e8ff3e68,esporte_lazer,53,618,1,283,24,23,20
9dbe11c361aecc0afe873e04c3dd13f5,cama_mesa_banho,53,250,1,1000,30,5,20
143f3709e0b16bb2f1f5737e74ec15bc,telefonia,33,730,1,500,17,19,14
4520766ec412348b8d4caa5e8a18c464,automotivo,59,956,1,50,16,16,17
27a7e832bcfcd69ff687d611c3e79cbd,perfumaria,56,661,2,600,43,16,27
cb52e6775d816cbdadade36948e81fc8,esporte_lazer,41,2035,2,10000,40,34,44
dd66beca916c169c2a77e40ae2858623,cama_mesa_banho,62,313,1,3300,40,15,35
57e089e3103f5cda6a4ce23b77399bdb,bebes,18,1194,4,650,20,8,14
06f24f9b9f5892496a4db38e42a6acc7,utilidades_domesticas,56,655,4,1050,24,32,24
f8ea5fcf9c628485e01b9c3cf52728c2,moveis_decoracao,49,868,2,1200,40,8,40
879089af9bd91cf72a7154b3be3e1074,esporte_lazer,56,752,2,200,16,10,11
ee57070aa3b24a06fdd0e02efd2d757d,informatica_acessorios,55,937,1,107,19,13,13
df480c7d3f979093ac4c2d1109e78289,relogios_presentes,33,616,3,475,19,15,15
0950783476d3f6529a03b28fcac219d1,utilidades_domesticas,51,601,1,1350,28,34,30
fff1059cd247279f3726b7696c66e44e,esporte_lazer,53,285,1,421,16,13,16
a8075470f960215ffb67624782f80fec,ferramentas_jardim,60,361,4,2900,67,3,31
03078714f1e3f3758555f67ff35b4b01,utilidades_domesticas,54,153,1,600,16,16,16
70c09a6d537cf2d213fe0169db7d209f,esporte_lazer,57,1101,4,1250,33,30,21
2ff17002562478fb03cd44f09e7ca51a,relogios_presentes,52,529,1,283,18,14,14
b47f5cf2e99655cfc404520cb7553e2a,market_place,47,508,6,150,20,50,35
a4f6f1f22e3d5cae41187879ded62616,cama_mesa_banho,46,352,2,500,50,11,11
f3dadec221142e379d7113915c1d0fa8,informatica_acessorios,57,206,4,250,16,6,14
e5bf6ab312403d6e8f45bbdb48fa2fd5,esporte_lazer,43,388,3,1000,80,5,20
b15dbbf17c3f7db9d6e9acff41c34ab8,livros_tecnicos,47,1643,1,1250,29,5,21
10be5827cbcb06a81f220d46dafd0af0,beleza_saude,54,1281,1,375,16,3,11
7814c273ab16783d73a9863ebfa8b141,moveis_decoracao,51,756,1,12250,45,35,45
deb5048402088c1bd33af3910bf9a92f,eletrodomesticos,55,313,1,3500,55,19,46
5ac4f7986643a944501c66a2257bdd73,moveis_decoracao,45,920,1,600,17,17,17
f861a4d17125be291c6996bb79ff59b2,moveis_decoracao,39,400,1,450,35,35,11
33abaf0c29c14849fa5163226ef1560e,telefonia_fixa,41,261,9,100,19,3,11
ad938d3b79856582ace5b311ab864826,moveis_decoracao,50,440,1,1500,42,10,32
31c3ba56d23b5c48856647e06a115738,brinquedos,26,427,1,700,23,25,11
f5badee8a0e679f057ec0ca4f0f32dcb,construcao_ferramentas_construcao,59,427,8,450,20,10,15
34b9bda637e469b293f081fc33d7a094,cool_stuff,55,409,1,1050,36,16,24
99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54,245,1,1383,50,10,40
47ab4924a51b711db100f100e9246dea,telefonia,50,1140,3,1158,25,15,23
4c4dbaeebae887ed4fae3a70530901a1,beleza_saude,47,865,2,200,27,8,13
c69da983317ecee971f64fc8202c959a,informatica_acessorios,52,210,1,200,33,4,27
3f37f32e535d54ae9b3c1cf62aa76c43,cama_mesa_banho,55,624,2,450,45,5,37
664e36c9f1780f33973e063ae2cdcc66,pet_shop,49,410,2,7300,45,28,45
b9754f9e21b6e6960b37594d4387fb1c,perfumaria,35,796,1,450,30,13,23
8e4ddd0db3411d756ce077eb15a63272,relogios_presentes,51,979,2,320,18,11,14
02fb2d61da1247bf732360ea76b16240,malas_acessorios,49,824,1,850,19,51,34
1428c05db72682f014dc218c294724ea,musica,49,584,1,200,20,2,15
d435c3fa55cfd37fa04032168ed59cf8,eletrodomesticos_2,53,704,1,12000,80,15,58
e0884eed28311e4365d93a89ac57eafb,audio,47,423,1,250,27,5,20
0603d2d85bcc46beb11bd247870c4841,cama_mesa_banho,30,66,1,1450,55,14,43
5f0e89246f7a6648983bdac37e5a16e2,fashion_roupa_masculina,43,973,2,400,35,35,15
b4d9c32c307674e72fe46c424e3d4824,telefonia,48,649,2,200,19,4,20
2367a519f69c9163cb6261bd2ce42ad4,pet_shop,50,401,1,275,29,10,34
4167a7ae0930579d1f27d465a1a042f0,beleza_saude,60,919,1,150,22,3,15
9ab61676eb915c81c3c893adca21364c,cama_mesa_banho,56,184,2,650,60,10,50
1528d0673079ce2d79d29753b800d76e,beleza_saude,58,790,4,800,20,7,20
f6fa93875f4a7dac03e0a22143f4d815,cama_mesa_banho,37,212,2,450,25,9,19
ee9d3ff88f7800b3144967778bb000de,cama_mesa_banho,59,765,1,1150,25,17,35
541e61e8b040cedf91222bb991955748,relogios_presentes,48,111,1,316,17,11,12
9fe172fa8e662ca8572cf12abf8bce23,fashion_bolsas_e_acessorios,36,412,5,150,16,5,20
0383c4d17410e421f6a8b905fb9adcbc,ferramentas_jardim,53,1254,2,2700,43,15,15
dd231637766e756fd1cf2fd80501fce1,fashion_roupa_masculina,57,222,1,750,30,10,28
bc072f287b475a918c00b3478d1bcef9,automotivo,55,3479,4,2500,21,18,16
97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40,395,1,200,22,14,17
5f315c482ee138f3766f5a9169f16ba6,relogios_presentes,51,499,1,250,16,11,11
71e2b3f30ba90c0eeaf3d43ec349ca8c,beleza_saude,57,416,3,500,16,2,11
4deb009c36a910076a023947a7929201,consoles_games,51,936,2,157,17,8,13
5ccdfc35d9cff8db4fa46b83d5712899,pet_shop,30,764,1,15700,81,19,60
110adb18eeba9a0984478ee3c9302e16,automotivo,60,1659,3,550,16,21,18
58f1f70c378b16f78eff44c7104aa772,esporte_lazer,53,985,3,1400,34,16,23
9a98180ffbd0765e89f11cc8dd2385f4,moveis_decoracao,63,639,2,1500,38,7,28
3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60,3136,4,100,17,10,15
797db4aaf1d7db19f13d21423f07b8e1,automotivo,60,1465,10,22900,87,40,30
f05901e010ebaa3924276751a35e6004,moveis_decoracao,63,686,1,500,45,15,35
691e72a37278e33ac031c3976358446b,brinquedos,53,433,1,900,40,12,30
76d1a1a9d21ab677a61c3ae34b1b352f,,,,,550,16,7,11
69594b9c8acebfbd1bbc19f782680d4c,consoles_games,59,1533,4,600,30,20,30
ab6edd00a29d1e29948284a492497854,eletrodomesticos,56,164,1,300,20,13,12
67cf741b2e7fa5801046eeb8b95b8aa8,telefonia,59,734,4,250,17,4,12
c7dd52c6177b277973286c741e7894cb,brinquedos,37,1156,1,600,17,10,12
013ee64977aaa6b2b25475095162e0e9,cama_mesa_banho,40,519,2,1350,45,10,55
d00f6c52d2730de05fb409f09ab6e732,utilidades_domesticas,53,167,1,2150,30,19,25
6a984aca8806747c09165b7767a3204e,cool_stuff,60,1379,1,16900,39,62,34
1aec9dac073154a4d6350ad0e773a191,market_place,40,770,4,200,22,6,14
32b2a45c7698faf599ad250c65f6f633,consoles_games,39,1194,1,300,20,30,20
37108281cfb6d9fa07baf471f27eed76,papelaria,53,1291,3,500,25,15,20
9f7878d3613e4e7f43b8a4860267a8d3,utilidades_domesticas,57,106,1,1150,103,4,34
937c825572d26b9e5a723527c6d625c6,cama_mesa_banho,39,169,2,300,25,8,19
4ede085df4efad73e78ee270b669f7aa,beleza_saude,57,656,4,605,34,13,11
d5b703c271f43f9c588a6f512a00f77e,brinquedos,27,531,4,150,16,7,20
9a46ea3c561cf8075d59a39256461e73,esporte_lazer,25,284,1,100,25,5,15
2b4042dfabc3fe9d3f16951a8e1a3b70,utilidades_domesticas,56,623,3,900,38,9,21
3379df99dfd26b916bb666847bedab3e,utilidades_domesticas,43,278,1,3250,35,55,25
e0c91d6c8ebefa095d644e26877e6121,pet_shop,50,662,7,1250,40,20,30
31ddb1ee64afc01b90d5025db261a737,automotivo,57,1298,3,475,17,18,16
8477d691ae21afadfa805681bef3a620,fashion_bolsas_e_acessorios,29,354,1,200,16,8,11
fe01b643060a6446e59f58e3021e66b3,perfumaria,40,659,2,1250,26,21,20
e344e7fbb51b08fbb06076b02f457dd9,informatica_acessorios,56,1548,1,167,17,8,14
f081174cf4cde1e4f75cd45b4518bbe6,relogios_presentes,54,373,2,191,17,15,14
f109f04ad95889f2f041a91afe3d894e,beleza_saude,47,189,1,2033,22,12,17
2d4086091519b04cd687a38e33dc276c,informatica_acessorios,59,1080,1,200,20,10,15
2196663031bcde078cede855ac0b5739,esporte_lazer,43,1646,6,491,19,12,16
5328338cfaa16ba10561cd970c73ca11,cool_stuff,51,330,1,1950,33,44,19
9af9fb5e25c1c09f035e01b7936f6c6e,bebes,18,1311,3,650,21,10,15
5637032095493f280eae8d9da00da6f1,malas_acessorios,54,507,1,750,81,6,11
72c0ede833dac61a24ac9a7c394066a5,papelaria,53,215,2,1250,38,30,28
25a29533b41c5ea0f9f2b6848f7eb060,moveis_decoracao,40,1383,1,4800,40,25,40
2ffb8b836bb62d53a77a69a67814fffa,moveis_decoracao,56,297,2,600,100,5,11
f39e720d7174b473f81e8a7103e562fb,papelaria,50,226,1,1600,18,40,30
704a6d9f35e39b53c509c886045329ef,,,,,400,21,8,11
a5e130225bfc3dde1f8ec32d8c37b66d,moveis_decoracao,47,450,4,900,20,15,20
f8f5e2fc20dd79d9f322fe9522fcd77e,cama_mesa_banho,43,101,1,500,20,10,15
9ccf0137597c7461ba6c1d306a13f7ac,bebes,49,1162,1,100,16,2,11
473795a355d29305c3ea6b156833adf5,perfumaria,36,605,2,100,20,20,20
8634ba98d69440265e955814c3e4cde1,cool_stuff,63,2267,8,400,17,9,12
2669a9fe1aaf6cb29071f8f866014afc,audio,60,619,4,450,17,8,12
81d1cd44929d9c3a1f3bfd0a0c164baf,moveis_decoracao,60,827,1,600,17,17,17
9b77a0a174a0b29b5720de6cfcc17ba9,informatica_acessorios,34,1080,2,200,41,2,29
01545847403c0f1e69d76654d66be35c,pet_shop,60,661,4,450,38,4,38
981d19b32de498335ca41b1faf1b4e35,esporte_lazer,44,2350,1,575,21,16,11
0a18ef4868095d4c83357e58020e3397,telefonia,53,612,4,175,22,4,12
a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33,1084,2,200,41,2,29
0b48eade13cfad433122f23739a66898,moveis_decoracao,28,489,1,14000,70,60,70
bb185a3def84599e9c16a8f88bb9379a,moveis_decoracao,43,182,2,200,20,5,20
9f890da4bf8473aca1996ca037005902,cama_mesa_banho,59,552,1,550,20,2,20
d70c831282615555625658baeb52eaa6,fashion_bolsas_e_acessorios,40,360,5,150,16,9,11
555fb1933a0229450e7c01860a394dd4,telefonia,59,777,6,350,17,4,12
b93ce2bec0961862bd811f643e704566,eletrodomesticos_2,29,223,1,6250,55,10,68
d9cc920d093a854a2fe69ab26df8f992,pet_shop,48,566,1,600,16,16,11
9798f14fd2be3c482aaff824a05ac605,utilidades_domesticas,59,284,3,3000,50,35,15
3a4db42aea95097b7a616b36f21d143f,papelaria,56,225,1,1000,33,32,38
b92ae71eeca0ece0cd18e4b0939bcaad,climatizacao,60,805,1,16000,45,32,23
13050bbc5cf6938a3760e43f1a845fcd,cama_mesa_banho,56,212,1,950,44,3,33
8175f5b59bb3ab62f5cb114699fcc682,relogios_presentes,56,582,3,500,23,15,19
5f42d57952b7815098979a5c4fa6f82a,beleza_saude,60,919,1,150,22,3,15
5a2f62420bd55b28cdc512cd79263c73,perfumaria,45,972,2,100,16,11,14
59391e840980a4bb6df5f44d3d734df7,esporte_lazer,59,1025,4,600,16,4,13
615ee56e97eef79c2b855111d9434dcf,beleza_saude,37,526,1,450,30,10,17
fa126ff62aae83e37857ad495641c878,informatica_acessorios,29,1386,1,600,23,17,15
ebee6703e867082f455a058a8bd04092,consoles_games,53,321,2,200,25,5,15
12fd8665371236b5b586ea4e448902c8,casa_conforto,61,292,1,4050,45,15,35
0a4093a4af429dc0a9334300e5c13ae5,beleza_saude,56,389,1,300,16,5,15
0129d1e9b29d3fe6833cc922374cd252,consoles_games,55,134,1,100,20,3,15
def19e614797eefc0a11face884c50ba,esporte_lazer,52,1953,1,350,25,10,15
e07fbd0969dcddca941b8c4adec498b1,cool_stuff,63,2263,1,200,16,3,13
af144ed65466a16118af719a57053c95,cool_stuff,47,1060,1,1815,29,21,23
64fbadb8e3f6a0ac76c38ab230d661f9,utilidades_domesticas,45,1879,1,11850,30,36,46
25d6edcd216a9ee579f19f92d694f7d5,telefonia,57,1568,1,100,18,6,11
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34,1078,2,200,41,2,29
12e6d0f655986ceff00c74658dec97b1,moveis_sala,47,511,1,7875,60,25,25
dbb4ce89c8ed5fb6fd901e2e51093179,utilidades_domesticas,34,545,3,2200,48,25,25
d5991653e037ccb7af6ed7d94246b249,informatica_acessorios,42,363,1,922,30,15,17
cabdfd59b47b4a3135145f38590da2bd,cool_stuff,48,1177,4,1900,96,5,45
d7f94e8a47066a6a4ddb422718f59531,perfumaria,42,553,3,250,17,8,11
d313e598d5777461545098a7bba14549,brinquedos,34,1695,1,1283,33,49,22
e7e0728e9e488b0a67ef4d95e98ee4c8,eletrodomesticos_2,58,722,1,13850,35,95,25
7775d718fa8dfebe8015e6e5ee3dc5be,,,,,700,16,10,20
f0606ca7e8022a81e0fa25ea3e334717,brinquedos,46,125,1,350,25,25,25
c192595b717cfbb910f653b62d8ac9c3,brinquedos,37,1079,1,167,17,14,16
08574b074924071f4e201e151b152b4e,ferramentas_jardim,36,450,1,9000,42,12,39
4e0d588f8e002f2bad9cbe0b8f66f6f6,,,,,200,25,5,15
4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,57,1620,1,2350,16,40,16
85eed6b3f52d601d2a288e2668b888df,automotivo,51,719,6,4950,53,43,11
dfb97c88e066dc22165f31648efe1312,automotivo,53,597,1,5417,47,44,44
7151659c0516da0bb3d9f27312efb652,beleza_saude,49,1729,1,2338,25,23,18
c7c99e372ec2f873701c20e3a00ff29c,telefonia,53,1440,3,100,18,6,11
839ae04dfa2580c962dbbf9613c3e6f9,moveis_decoracao,36,687,3,1950,85,9,20
2d2294e3367e0514a129389d9da68670,cama_mesa_banho,29,2113,8,27050,90,20,90
416cdbd855fe5e217167a1405a70fa4a,papelaria,53,377,3,1300,17,7,12
33ab88b1e48538d846cd26ea55d34108,eletronicos,54,336,1,200,43,9,16
750dcfda0a9788bba89c94bb82a322db,utilidades_domesticas,48,197,1,7350,25,62,25
e933ff96119efc4dd8bdd1b71e73f60c,moveis_decoracao,53,1263,1,1600,54,8,20
37f05006248fc8b0d04270ef02d24406,fashion_bolsas_e_acessorios,50,572,5,50,18,18,12
501c8cd285f4f2ed96efffbb3c697d0b,construcao_ferramentas_construcao,44,339,1,450,19,5,13
73c0537a6f1d148275c69a114b2d8bf3,automotivo,59,605,1,450,27,10,17
58133902386a146205b7686ac63d6ed0,esporte_lazer,55,1889,4,550,32,11,22
6d6b0f6705c1acf1128ecf19d57d5444,cool_stuff,63,253,7,50,16,5,11
46d6fa3170df63d5372aa59928ba33dd,esporte_lazer,56,244,2,1000,60,15,15
4fe644d766c7566dbc46fb851363cb3b,artes,48,1232,1,1700,65,6,50
42d1fff9f30ad3e2fada37eb95868fe6,ferramentas_jardim,52,528,4,1100,18,8,13
74985eecf05f5ef2d7e4c59156454e2c,automotivo,59,1657,3,525,18,13,17
6480f3f31b23d41c1b8ad051c201b244,beleza_saude,54,1859,1,3500,32,22,32
bfd4d65a528678737bcb523e5a3c5f58,ferramentas_jardim,44,586,4,2500,22,14,22
66fc767a58575873dad11a4c717727dc,utilidades_domesticas,47,476,5,1550,35,14,27
8d98dedc3c19de17f1a090195e85d6b6,brinquedos,40,617,4,300,16,7,20
306d69bdf4ce0d89bad3e622e443cf47,relogios_presentes,60,121,3,200,16,2,11
ea4f6504cf603bc9b3233999c4ba4ff8,beleza_saude,39,789,3,400,40,7,18
f32941d7c00c56b8d7a3723c8ebb4be5,esporte_lazer,33,1277,1,22700,32,40,54
340e3e28357bb29f7612c86c13d9729a,beleza_saude,59,895,1,200,20,15,15
888c70e66e6ead36f2269484a6813212,utilidades_domesticas,49,963,1,1100,16,26,12
781afe929e3016a667f5f439afd55fce,esporte_lazer,42,590,1,400,18,18,18
3c5b21c421b047cc64c31c3a2517b1de,informatica_acessorios,33,1080,2,250,41,2,29
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,33,912,2,1500,33,25,11
60495adb1f1a49c8aea75e5e56a47a48,beleza_saude,54,2736,1,150,19,7,12
0cbeda603059c985268afd35128be303,papelaria,57,320,2,1450,38,30,28
